movie_id	title	rating	votes	gross	countries
2257016	"Eddie and the Cruisers"	6.8	4636	"$4,786,789 (USA)"	USA
2257017	"Eddie and the Cruisers II: Eddie Lives!"	6.1	1779	"$536,508 (USA)"	USA
2257056	"Eddie Murphy Raw"	7.6	13244	"$50,504,655 (USA)"	USA
2257828	"Edward Scissorhands"	8.0	293095	"$56,362,352 (USA)"	USA
2259070	"Eight Legged Freaks"	5.4	38257	"$17,322,606 (USA)"	USA
2259075	"Eight Men Out"	7.3	13522	"$5,680,515 (USA)"	USA
2262834	"El Cid"	7.3	8173	"$26,620,000 (USA)"	USA
2263615	"El Dorado"	7.7	14493	"$12,971,000 (USA)"	USA
2269219	"Electric Dreams"	6.4	4627	"$2,193,612 (USA)"	USA
2269425	Elegy	6.8	17623	"$3,581,642 (USA)"	USA
2269460	Elektra	4.8	59436	"$24,409,722 (USA)"	USA
2269866	Elf	6.9	114551	"$173,398,518 (USA)"	USA
2270017	Eliminators	4.1	1067	"$4,601,256 (USA)"	USA
2270166	Elizabeth	7.6	66823	"$30,034,127 (USA)"	USA
2270496	"Ellie Parker"	5.7	3754	"$34,410 (USA)"	USA
2270624	"Elmer Gantry"	7.9	6760	"$11,336,000 (USA)"	USA
2270975	"Elvira: Mistress of the Dark"	6.3	7733	"$5,596,267 (USA)"	USA
2271151	Elysium	6.7	235335	"$93,050,117 (USA)"	USA
2272340	"Empire of the Sun"	7.8	75191	"$22,238,696 (USA)"	USA
2272342	"Empire Records"	6.7	32805	"$303,841 (USA)"	USA
2274092	"Encino Man"	5.6	26128	"$40,693,477 (USA)"	USA
2274322	"End of Days"	5.7	76899	"$66,889,043 (USA)"	USA
2274432	"End of the Spear"	6.9	4010	"$11,967,000 (USA)"	USA
2274457	"End of Watch"	7.7	144071	"$41,003,371 (USA)"	USA
2274552	"Ender's Game"	6.7	139374	"$61,737,191 (USA)"	USA
2274635	"Endless Love"	4.6	4718	"$31,184,024 (USA)"	USA
2274831	"Enemies: A Love Story"	6.8	1507	"$7,754,571 (USA)"	USA
2274882	"Enemy of the State"	7.3	162940	"$111,549,836 (USA)"	USA
2275639	Enough	5.5	25286	"$40,007,742 (USA)"	USA
2275974	"Enter the Dragon"	7.7	68492	"$25,000,000 (USA)"	USA
2276914	Epic	6.7	67475	"$107,518,682 (USA)"	USA
2277533	Eragon	5.1	93887	"$75,030,163 (USA)"	USA
2277580	Eraser	6.0	70271	"$101,295,562 (USA)"	USA
2277585	Eraserhead	7.4	53751	"$7,000,000 (USA)"	USA
2277933	"Erin Brockovich"	7.3	113900	"$125,595,205 (USA)"	USA
2278056	"Ernest Goes to Camp"	5.4	8137	"$23,509,382 (USA)"	USA
2278057	"Ernest Goes to Jail"	5.3	6517	"$25,029,569 (USA)"	USA
2278066	"Ernest Rides Again"	5.0	1396	"$1,450,029 (USA)"	USA
2278067	"Ernest Saves Christmas"	5.4	6507	"$28,202,109 (USA)"	USA
2278068	"Ernest Scared Stupid"	5.7	7357	"$14,143,280 (USA)"	USA
2279207	"Escape from Alcatraz"	7.6	72299	"$43,000,000 (USA)"	USA
2279241	"Escape from Fort Bravo"	6.7	1435	"$1,450,000 (USA)"	USA
2279269	"Escape from New York"	7.2	73348	"$25,244,700 (USA)"	USA
2279281	"Escape from Planet Earth"	5.9	16371	"$57,012,977 (USA)"	USA
2279315	"Escape from the Planet of the Apes"	6.2	18698	"$12,300,000 (USA)"	USA
2279348	"Escape Plan"	6.8	129607	"$25,132,228 (USA)"	USA
2281558	"Ethan Frome"	6.3	1519	"$296,081 (USA)"	USA
2282123	Eureka	5.9	1722	"$123,572 (USA)"	USA
2282420	"European Vacation"	6.0	32168	"$49,400,000 (USA)"	USA
2282731	"Evan Almighty"	5.4	100368	"$100,462,298 (USA)"	USA
2282886	"Eve of Destruction"	4.8	1402	"$5,451,119 (USA)"	USA
2282995	"Even Cowgirls Get the Blues"	4.2	5639	"$1,710,000 (USA)"	USA
2283089	"Event Horizon"	6.7	93961	"$26,673,242 (USA)"	USA
2283190	EverAfter	6.9	51164	"$65,705,771 (USA)"	USA
2283199	Everest	7.2	2243	"$87,178,599 (USA)"	USA
2283566	"Every Time We Say Goodbye"	5.9	1462	"$278,623 (USA)"	USA
2283576	"Every Which Way But Loose"	6.2	14274	"$106,000,000 (USA)"	USA
2283675	"Everybody's All-American"	6.2	2216	"$12,638,294 (USA)"	USA
2284276	"Evil Angels"	6.9	5687	"$6,908,797 (USA)"	USA
2284861	Excalibur	7.4	41258	"$34,967,437 (USA)"	USA
2285162	"Executive Decision"	6.4	36139	"$56,569,216 (USA)"	USA
2285606	"Exit to Eden"	4.0	5119	"$6,841,570 (USA)"	USA
2285667	Exodus	6.8	5894	"$18,966,000 (USA)"	USA
2285741	"Exorcist II: The Heretic"	3.7	13973	"$30,749,142 (USA)"	USA
2285742	"Exorcist: The Beginning"	5.1	25859	"$41,821,986 (USA)"	USA
2285894	"Expelled: No Intelligence Allowed"	3.7	10720	"$7,690,545 (USA)"	USA
2286178	Explorers	6.6	11979	"$9,873,044 (USA)"	USA
2286994	"Extreme Prejudice"	6.5	3819	"$11,307,844 (USA)"	USA
2287109	"Extremely Loud & Incredibly Close"	6.9	67714	"$31,847,881 (USA)"	USA
2287131	Extremities	6.2	2055	"$13,418,091 (USA)"	USA
2287259	"Eye for an Eye"	6.1	8148	"$26,792,700 (USA)"	USA
2287508	"Eyes of a Stranger"	5.8	1021	"$1,118,634 (USA)"	USA
2287520	"Eyes of Laura Mars"	6.1	5353	"$20,000,000 (USA)"	USA
2287597	"Eyes Wide Shut"	7.3	189618	"$55,691,208 (USA)"	USA
2287617	Eyewitness	6.1	2735	"$6,400,000 (USA)"	USA
2287885	F.I.S.T	6.4	4670	"$20,388,920 (USA)"	USA
2287921	F/X	6.6	11607	"$20,603,715 (USA)"	USA
2287922	F/X2	5.7	5967	"$21,082,165 (USA)"	USA
2288575	"Faces of Death"	3.9	4263	"$35,000,000 (USA)"	USA
2288742	"Facing the Giants"	6.6	9681	"$10,178,331 (USA)"	USA
2289082	"Fahrenhype 9/11"	4.8	3341	"$3,000,000 (USA)"	USA
2289236	"Fair Game"	4.1	9127	"$11,534,477 (USA)"	USA
2289607	Faithful	6.0	1476	"$2,104,000 (USA)"	USA
2290171	"Falling Down"	7.6	118173	"$40,903,593 (USA)"	USA
2290220	"Falling in Love"	6.4	7817	"$10,600,000 (USA)"	USA
2290870	"Family Business"	5.6	8489	"$12,195,695 (USA)"	USA
2291458	Fandango	6.6	5592	"$91,666 (USA)"	USA
2291696	Fantasia	7.8	60203	"$76,408,097 (USA)"	USA
2291714	Fantasia/2000	7.3	22800	"$60,655,420 (USA)"	USA
2291821	"Fantastic Four"	5.7	219459	"$154,696,080 (USA)"	USA
2292104	"Far and Away"	6.5	41122	"$58,883,840 (USA)"	USA
2292160	"Far from Home: The Adventures of Yellow Dog"	6.3	1731	"$11,642,946 (USA)"	USA
2292435	"Farewell to the King"	6.3	1891	"$2,420,917 (USA)"	USA
2292475	Fargo	8.2	341915	"$24,611,975 (USA)"	USA
2293223	"Fast Times at Ridgemont High"	7.2	59899	"$27,092,880 (USA)"	USA
2293382	"Fat Man and Little Boy"	6.5	4833	"$3,563,162 (USA)"	USA
2293444	"Fatal Attraction"	6.9	45190	"$156,645,693 (USA)"	USA
2293448	"Fatal Beauty"	5.2	2045	"$12,046,526 (USA)"	USA
2293507	"Fatal Instinct"	5.6	4893	"$7,852,653 (USA)"	USA
2293835	"Father Goose"	7.4	6326	"$12,500,000 (USA)"	USA
2293838	"Father Hood"	4.7	2035	"$3,418,141 (USA)"	USA
2293886	"Father of the Bride"	6.4	48130	"$89,325,780 (USA)"	USA
2293887	"Father of the Bride Part II"	5.9	22599	"$76,594,000 (USA)"	USA
2294672	Fear	6.2	27493	"$20,754,000 (USA)"	USA
2294776	"Fear of a Black Hat"	7.2	3147	"$238,230 (USA)"	USA
2294869	Fearless	7.2	15499	"$6,995,302 (USA)"	USA
2295160	Feds	5.2	2198	"$3,838,793 (USA)"	USA
2296836	"FernGully: The Last Rainforest"	6.4	17577	"$24,650,296 (USA)"	USA
2296903	"Ferris Bueller's Day Off"	7.9	202225	"$70,136,369 (USA)"	USA
2297831	"Fiddler on the Roof"	8.0	25858	"$80,500,000 (USA)"	USA
2297978	"Field of Dreams"	7.6	75231	"$64,431,625 (USA)"	USA
2298481	"Fight Club"	8.9	987364	"$37,030,102 (USA)"	USA
2299877	"Final Analysis"	5.8	9490	"$28,590,665 (USA)"	USA
2299973	"Final Destination"	6.8	150215	"$53,331,147 (USA)"	USA
2299976	"Final Destination 5"	5.9	69590	"$42,587,643 (USA)"	USA
2300659	"Finding Nemo"	8.2	495021	"$380,843,261 (USA)"	USA
2300665	"Finding Neverland"	7.8	156422	"$51,680,613 (USA)"	USA
2301325	"Fire and Ice"	6.7	5213	"$760,883 (USA)"	USA
2301363	"Fire Birds"	4.6	4318	"$14,760,451 (USA)"	USA
2301404	"Fire Down Below"	4.9	11859	"$16,228,448 (USA)"	USA
2301471	"Fire in the Sky"	6.5	13548	"$20,100,000 (USA)"	USA
2301564	"Fire with Fire"	6.5	1022	"$4,636,169 (USA)"	USA
2301690	Firefox	5.8	16533	"$46,700,000 (USA)"	USA
2301769	Fireproof	6.5	13478	"$33,456,317 (USA)"	USA
2301803	Firestarter	6.0	20210	"$15,100,000 (USA)"	USA
2301831	Firewalker	4.9	3554	"$11,834,302 (USA)"	USA
2301981	"First Blood"	7.7	143117	"$47,212,904 (USA)"	USA
2302254	"First Knight"	5.9	47564	"$37,600,435 (USA)"	USA
2302609	Firstborn	6.1	1329	"$6,250,994 (USA)"	USA
2303337	"Five Corners"	6.3	2223	"$969,205 (USA)"	USA
2303845	"Flags of Our Fathers"	7.1	89300	"$33,602,376 (USA)"	USA
2304011	"Flamingo Road"	7.0	1356	"$2,263,000 (USA)"	USA
2304224	Flashback	6.1	3566	"$6,488,144 (USA)"	USA
2304269	Flashdance	6.0	28272	"$94,900,000 (USA)"	USA
2304403	Flatliners	6.5	55166	"$61,490,000 (USA)"	USA
2304482	Fled	5.2	6427	"$17,100,000 (USA)"	USA
2304574	"Flesh and Bone"	6.2	3685	"$9,488,998 (USA)"	USA
2304588	"Flesh and the Devil"	8.1	2901	"$603,000 (USA)"	USA
2304709	Fletch	6.9	32199	"$46,700,000 (USA)"	USA
2304712	"Fletch Lives"	6.0	13035	"$35,150,960 (USA)"	USA
2305048	"Flight of the Intruder"	5.6	4104	"$14,587,732 (USA)"	USA
2305053	"Flight of the Navigator"	6.9	30050	"$18,564,613 (USA)"	USA
2305107	Flightplan	6.2	108787	"$89,707,299 (USA)"	USA
2305294	"Flirting with Disaster"	6.8	13170	"$14,891,000 (USA)"	USA
2305889	"Flower Drum Song"	7.0	1744	"$10,900,000 (USA)"	USA
2306005	"Flowers in the Attic"	5.5	6453	"$15,151,736 (USA)"	USA
2306073	Flubber	5.0	49098	"$92,977,226 (USA)"	USA
2306206	Fluke	6.6	4504	"$3,987,649 (USA)"	USA
2306259	"Flushed Away"	6.7	69502	"$64,665,672 (USA)"	USA
2307068	Folks!	5.4	1821	"$6,132,924 (USA)"	USA
2307586	"Fool for Love"	5.9	1387	"$836,156 (USA)"	USA
2307968	Footloose	6.4	40819	"$80,035,402 (USA)"	USA
2307969	Footloose	5.8	29675	"$51,802,742 (USA)"	USA
2308120	"For All Mankind"	8.2	2920	"$770,132 (USA)"	USA
2308448	"For Keeps?"	5.7	2632	"$17,514,553 (USA)"	USA
2308527	"For Love or Money"	6.1	7565	"$10,997,166 (USA)"	USA
2308554	"For Me and My Gal"	7.2	1877	"$4,371,000 (USA)"	USA
2308643	"For Queen & Country"	5.7	1491	"$191,051 (USA)"	USA
2308745	"For the Boys"	6.2	3597	"$17,860,280 (USA)"	USA
2309378	"Force 10 from Navarone"	6.3	11926	"$7,100,000 (USA)"	USA
2309463	"Forced Vengeance"	5.4	1647	"$6,660,333 (USA)"	USA
2309577	"Foreign Correspondent"	7.6	11495	"$3,484,588 (USA)"	USA
2309924	"Forever Young"	6.2	30994	"$55,956,200 (USA)"	USA
2310064	"Forget Paris"	6.4	8602	"$33,194,500 (USA)"	USA
2310541	"Forrest Gump"	8.8	888020	"$330,252,182 (USA)"	USA
2310607	"Fort Apache the Bronx"	6.6	3793	"$29,200,000 (USA)"	USA
2310693	Fortress	5.8	21315	"$6,739,141 (USA)"	USA
2311168	"Foul Play"	6.8	8928	"$44,999,621 (USA)"	USA
2311594	"Four Rooms"	6.7	64519	"$4,301,331 (USA)"	USA
2312567	Frances	7.4	4560	"$5,000,000 (USA)"	USA
2312978	Frankenhooker	6.1	4623	"$205,068 (USA)"	USA
2312989	Frankenstein	8.0	40759	"$12,000,000 (USA)"	USA
2312996	Frankenstein	6.4	37143	"$22,006,296 (USA)"	USA
2313035	"Frankenstein Unbound"	5.4	2692	"$334,748 (USA)"	USA
2313074	Frankenweenie	7.0	57961	"$35,291,068 (USA)"	USA
2313109	"Frankie and Johnny"	6.7	19140	"$22,773,535 (USA)"	USA
2313236	Frantic	6.9	32767	"$17,637,950 (USA)"	USA
2313441	"Fraternity Vacation"	4.8	1457	"$3,333,306 (USA)"	USA
2313750	Freaked	6.2	4285	"$29,296 (USA)"	USA
2313831	"Freaky Friday"	6.3	8171	"$25,942,000 (USA)"	USA
2313903	"Fred Claus"	5.6	26425	"$72,006,777 (USA)"	USA
2314024	"Freddy vs. Jason"	5.8	76346	"$82,622,655 (USA)"	USA
2314027	"Freddy's Dead: The Final Nightmare"	4.9	25313	"$34,872,033 (USA)"	USA
2314143	"Free Birds"	5.9	13336	"$55,750,480 (USA)"	USA
2314170	"Free Enterprise"	7.0	2807	"$30,229 (USA)"	USA
2314346	"Free Willy"	5.8	40741	"$77,698,625 (USA)"	USA
2314348	"Free Willy 2: The Adventure Home"	4.8	11212	"$30,077,111 (USA)"	USA
2314584	Freejack	5.3	11030	"$17,129,000 (USA)"	USA
2314911	"French Connection II"	6.8	10436	"$12,484,444 (USA)"	USA
2314964	"French Kiss"	6.5	33751	"$38,896,854 (USA)"	USA
2315094	Frequency	7.3	70236	"$45,010,278 (USA)"	USA
2315118	"Fresa y chocolate"	7.4	3680	"$2,080,805 (USA)"	USA
2315129	Fresh	7.7	8251	"$8,094,616 (USA)"	USA
2315246	"Fresh Horses"	4.9	1218	"$6,640,346 (USA)"	USA
2315671	Friday	7.3	57872	"$27,900,000 (USA)"	USA
2315724	"Friday the 13th"	6.5	64399	"$39,754,601 (USA)"	USA
2315726	"Friday the 13th"	5.6	62877	"$65,002,019 (USA)"	USA
2315730	"Friday the 13th Part 2"	6.0	30983	"$21,722,776 (USA)"	USA
2315732	"Friday the 13th Part III"	5.6	25241	"$36,690,067 (USA)"	USA
2315733	"Friday the 13th Part VII: The New Blood"	5.2	16676	"$19,170,001 (USA)"	USA
2315734	"Friday the 13th Part VIII: Jason Takes Manhattan"	4.4	18792	"$14,343,976 (USA)"	USA
2315738	"Friday the 13th: A New Beginning"	4.6	18066	"$21,930,418 (USA)"	USA
2315748	"Friday the 13th: The Final Chapter"	5.9	23304	"$32,980,000 (USA)"	USA
2315812	"Fried Green Tomatoes"	7.6	43895	"$82,418,501 (USA)"	USA
2316104	"Friends with Benefits"	6.6	205243	"$55,802,754 (USA)"	USA
2316201	"Fright Night"	7.1	34285	"$24,922,237 (USA)"	USA
2316205	"Fright Night Part 2"	5.8	6691	"$2,983,784 (USA)"	USA
2316378	"Fritz the Cat"	6.2	6792	"$25,000,000 (USA)"	USA
2316642	"From Beyond"	6.8	11822	"$1,261,000 (USA)"	USA
2316748	"From Dusk Till Dawn"	7.3	175479	"$25,753,840 (USA)"	USA
2316838	"From Here to Eternity"	7.8	28896	"$30,500,000 (USA)"	USA
2317250	"From the Hip"	6.1	1542	"$9,518,342 (USA)"	USA
2317327	"From the Terrace"	6.7	1349	"$11,336,000 (USA)"	USA
2317706	Frozen	7.8	267794	"$400,738,009 (USA)"	USA
2319368	"Full Metal Jacket"	8.4	363901	"$46,357,676 (USA)"	USA
2319656	"Fun in Acapulco"	5.7	1634	"$1,500,000 (USA)"	USA
2320034	"Funny Bones"	7.0	2883	"$532,268 (USA)"	USA
2320060	"Funny Farm"	6.0	13202	"$25,537,221 (USA)"	USA
2320088	"Funny Lady"	6.4	3011	"$40,055,897 (USA)"	USA
2321629	G-Force	5.1	28487	"$119,436,770 (USA)"	USA
2321700	"G.I. Jane"	5.8	53594	"$48,169,156 (USA)"	USA
2321716	"G.I. Joe: Retaliation"	5.8	118512	"$122,523,060 (USA)"	USA
2321721	"G.I. Joe: The Rise of Cobra"	5.8	150501	"$152,267,519 (USA)"	USA
2324351	"Gangs of New York"	7.5	251934	"$77,812,000 (USA)"	USA
2324411	"Gangster Squad"	6.8	146007	"$46,000,903 (USA)"	USA
2324876	"Gardens of Stone"	6.4	3598	"$5,262,047 (USA)"	USA
2324927	Garfield	4.9	46976	"$75,369,589 (USA)"	USA
2324950	"Garfield: A Tail of Two Kitties"	5.0	21166	"$28,426,747 (USA)"	USA
2325303	"Gas, Food Lodging"	6.8	2567	"$1,345,236 (USA)"	USA
2326915	"Gekijô-ban poketto monsutâ: Maboroshi no pokemon: Rugia bakutan"	5.7	12440	"$43,758,684 (USA)"	USA
2328200	"Gentlemen Prefer Blondes"	7.3	18469	"$12,000,000 (USA)"	USA
2328654	Georgia	6.3	2156	"$2,907,768 (USA)"	USA
2329009	"Geronimo: An American Legend"	6.4	5787	"$13,736,475 (USA)"	USA
2329393	"Get Him to the Greek"	6.4	128674	"$60,974,475 (USA)"	USA
2329555	"Get Shorty"	6.9	56295	"$72,077,000 (USA)"	USA
2329827	"Getting Even with Dad"	4.5	5312	"$18,438,164 (USA)"	USA
2330078	Gettysburg	7.7	19972	"$10,769,960 (USA)"	USA
2330578	Ghost	7.0	131555	"$217,631,306 (USA)"	USA
2330613	"Ghost Busters"	7.8	213120	"$238,632,124 (USA)"	USA
2330633	"Ghost Dad"	4.4	5563	"$24,707,633 (USA)"	USA
2330643	"Ghost Dog: The Way of the Samurai"	7.6	61779	"$3,308,029 (USA)"	USA
2330692	"Ghost in the Machine"	4.3	2480	"$5,086,909 (USA)"	USA
2330802	"Ghost Rider: Spirit of Vengeance"	4.3	69983	"$51,774,002 (USA)"	USA
2330813	"Ghost Ship"	5.4	66111	"$30,113,491 (USA)"	USA
2330838	"Ghost Story"	6.2	4828	"$23,371,905 (USA)"	USA
2330913	"Ghost World"	7.5	85120	"$6,217,849 (USA)"	USA
2330939	"Ghostbusters II"	6.5	109032	"$112,494,738 (USA)"	USA
2331060	"Ghosts of Girlfriends Past"	5.7	55730	"$55,250,026 (USA)"	USA
2331318	Giant	7.7	22404	"$177,909 (USA)"	USA
2331318	Giant	7.7	22404	"$35,000,000 (USA)"	USA
2332672	"Girl 6"	5.0	4628	"$4,903,000 (USA)"	USA
2332772	"Girl Happy"	6.2	1274	"$3,100,000 (USA)"	USA
2333896	"Girls! Girls! Girls!"	5.4	1584	"$2,600,000 (USA)"	USA
2334615	Gladiator	6.4	5886	"$9,223,441 (USA)"	USA
2334988	"Gleaming the Cube"	6.0	4436	"$2,777,280 (USA)"	USA
2335059	"Glengarry Glen Ross"	7.9	63679	"$10,725,228 (USA)"	USA
2335789	Glory	8.0	91351	"$26,830,000 (USA)"	USA
2336129	"Gnomeo & Juliet"	6.0	36302	"$99,967,670 (USA)"	USA
2336212	"Go Fish"	5.6	1563	"$2,408,311 (USA)"	USA
2337230	Godsend	4.8	20914	"$14,379,751 (USA)"	USA
2337266	Godzilla	5.3	133388	"$136,314,294 (USA)"	USA
2337563	"Going Hollywood"	8.3	1255	"$962,000 (USA)"	USA
2338138	"Gold Diggers: The Secret of Bear Mountain"	5.9	2901	"$6,029,091 (USA)"	USA
2338534	GoldenEye	7.2	168011	"$106,600,000 (USA)"	USA
2339135	"Gone in 60 Seconds"	6.5	5473	"$40,000,000 (USA)"	USA
2339141	"Gone in Sixty Seconds"	6.4	184516	"$101,648,571 (USA)"	USA
2339197	"Gone with the Wind"	8.2	171980	"$198,676,459 (USA)"	USA
2339548	"Good Deeds"	5.2	5598	"$35,025,791 (USA)"	USA
2339677	"Good Guys Wear Black"	4.9	1628	"$18,328,000 (USA)"	USA
2339808	"Good morning Babilonia"	6.8	1052	"$183,700 (USA)"	USA
2339859	"Good Morning, Vietnam"	7.3	77418	"$123,922,370 (USA)"	USA
2340081	"Good Will Hunting"	8.2	459893	"$138,433,435 (USA)"	USA
2340333	"Goodbye, Columbus"	6.6	1171	"$22,939,805 (USA)"	USA
2340382	Goodfellas	8.7	559248	"$46,836,394 (USA)"	USA
2340796	Gordy	3.8	1267	"$3,992,809 (USA)"	USA
2340923	"Gorillas in the Mist: The Story of Dian Fossey"	7.0	16185	"$24,720,479 (USA)"	USA
2340966	"Gorky Park"	6.7	7957	"$15,900,000 (USA)"	USA
2341274	Gotcha!	6.1	4731	"$10,806,919 (USA)"	USA
2341325	Gothika	5.8	78743	"$59,694,580 (USA)"	USA
2342004	"Graduation Day"	4.0	1261	"$23,894,000 (USA)"	USA
2342072	"Graffiti Bridge"	4.0	1022	"$4,562,778 (USA)"	USA
2342335	"Grand Canyon"	6.9	11652	"$33,243,020 (USA)"	USA
2342405	"Grand Hotel"	7.7	10830	"$1,235,000 (USA)"	USA
2342485	"Grand Prix"	7.1	5094	"$20,845,016 (USA)"	USA
2342901	"Grandview, U.S.A."	5.0	1161	"$4,743,119 (USA)"	USA
2343299	"Graveyard Shift"	4.6	5804	"$11,582,891 (USA)"	USA
2343476	Grease	7.2	132535	"$188,755,690 (USA)"	USA
2343478	"Grease 2"	4.1	22338	"$15,171,476 (USA)"	USA
2343562	"Great Balls of Fire!"	6.2	11350	"$13,741,060 (USA)"	USA
2344000	Greedy	6.2	8972	"$13,145,977 (USA)"	USA
2344111	"Green Card"	6.2	16563	"$29,888,235 (USA)"	USA
2344571	"Gremlins 2: The New Batch"	6.3	52917	"$41,482,207 (USA)"	USA
2344809	"Greystoke: The Legend of Tarzan, Lord of the Apes"	6.3	13274	"$45,900,000 (USA)"	USA
2345373	"Gross Anatomy"	6.0	2857	"$11,604,598 (USA)"	USA
2345511	"Groundhog Day"	8.1	334936	"$70,906,973 (USA)"	USA
2345776	"Grown Ups"	5.9	143603	"$162,001,186 (USA)"	USA
2345777	"Grown Ups 2"	5.4	79033	"$133,668,525 (USA)"	USA
2345919	"Grudge Match"	6.5	31253	"$29,807,260 (USA)"	USA
2345935	"Grumpier Old Men"	6.5	16529	"$69,870,000 (USA)"	USA
2345940	"Grumpy Old Men"	6.9	30536	"$70,172,621 (USA)"	USA
2346510	"Guarding Tess"	6.1	11056	"$27,053,498 (USA)"	USA
2346759	"Guess Who's Coming to Dinner"	7.8	24003	"$56,700,000 (USA)"	USA
2347160	"Guilty as Sin"	5.5	3268	"$22,886,222 (USA)"	USA
2347169	"Guilty by Suspicion"	6.5	5461	"$9,480,198 (USA)"	USA
2347460	"Gulliver's Travels"	4.9	45462	"$42,779,261 (USA)"	USA
2347746	Guncrazy	5.5	1549	"$114,516 (USA)"	USA
2347803	"Gunfight at the O.K. Corral"	7.2	8615	"$11,750,000 (USA)"	USA
2347828	"Gung Ho"	6.1	8158	"$36,611,610 (USA)"	USA
2347875	Gunmen	5.1	2378	"$3,411,885 (USA)"	USA
2348974	Gymkata	4.1	2537	"$5,730,596 (USA)"	USA
2349071	Gypsy	7.2	3546	"$13,008,000 (USA)"	USA
2350433	Hackers	6.2	47276	"$7,564,000 (USA)"	USA
2350972	Hair	7.5	23002	"$15,284,463 (USA)"	USA
2351075	Hairspray	6.9	13845	"$6,671,108 (USA)"	USA
2351076	Hairspray	6.8	82507	"$118,871,849 (USA)"	USA
2351658	"Half Moon Street"	5.3	1817	"$1,131,399 (USA)"	USA
2351914	"Hall Pass"	5.9	91182	"$45,060,734 (USA)"	USA
2352034	Halloween	7.9	128928	"$47,000,000 (USA)"	USA
2352036	Halloween	6.1	76440	"$58,272,029 (USA)"	USA
2352042	"Halloween 4: The Return of Michael Myers"	5.9	23896	"$17,768,757 (USA)"	USA
2352043	"Halloween 5"	5.1	18387	"$11,642,254 (USA)"	USA
2352068	"Halloween H20: 20 Years Later"	5.6	41704	"$55,041,738 (USA)"	USA
2352084	"Halloween II"	6.5	40916	"$25,533,818 (USA)"	USA
2352085	"Halloween II"	4.9	29764	"$33,392,973 (USA)"	USA
2352087	"Halloween III: Season of the Witch"	4.4	23373	"$14,400,000 (USA)"	USA
2352155	"Halloween: Resurrection"	4.0	22665	"$30,354,442 (USA)"	USA
2352158	"Halloween: The Curse of Michael Myers"	4.9	16467	"$15,116,634 (USA)"	USA
2352487	"Hamburger Hill"	6.7	16736	"$13,839,404 (USA)"	USA
2352605	Hamlet	6.8	15467	"$20,710,451 (USA)"	USA
2352748	Hammett	6.5	1858	"$42,914 (USA)"	USA
2353626	"Hangar 18"	5.3	1344	"$6,000,000 (USA)"	USA
2353681	"Hangin' with the Homeboys"	7.0	1004	"$532,933 (USA)"	USA
2353717	"Hanging Up"	4.7	9071	"$36,050,230 (USA)"	USA
2353739	"Hangman's Curse"	4.9	1987	"$168,406 (USA)"	USA
2353841	"Hanky Panky"	5.4	1359	"$9,823,934 (USA)"	USA
2353893	"Hannah and Her Sisters"	8.0	44137	"$40,084,041 (USA)"	USA
2353979	Hannibal	6.7	180150	"$165,092,268 (USA)"	USA
2354200	"Hansel & Gretel: Witch Hunters"	6.1	126818	"$55,703,475 (USA)"	USA
2354474	"Happily Ever After"	4.8	1507	"$3,299,382 (USA)"	USA
2354514	Happiness	7.8	49194	"$2,807,390 (USA)"	USA
2354984	"Happy Gilmore"	7.0	124454	"$38,624,000 (USA)"	USA
2355870	"Hard Target"	6.0	29703	"$32,534,954 (USA)"	USA
2355889	"Hard Times"	7.4	5551	"$5,000,000 (USA)"	USA
2355930	"Hard to Kill"	5.7	18126	"$47,410,000 (USA)"	USA
2355993	Hardbodies	4.7	1814	"$7,121,719 (USA)"	USA
2356190	Hardware	5.9	8104	"$5,728,953 (USA)"	USA
2356458	"Harlem Nights"	5.8	12026	"$60,864,870 (USA)"	USA
2356501	"Harley Davidson and the Marlboro Man"	5.9	12277	"$7,434,726 (USA)"	USA
2356838	"Harry and the Hendersons"	5.8	20355	"$29,760,613 (USA)"	USA
2356931	"Harry Potter and the Chamber of Secrets"	7.3	306616	"$261,988,482 (USA)"	USA
2356935	"Harry Potter and the Deathly Hallows: Part 1"	7.7	255001	"$295,983,305 (USA)"	USA
2356941	"Harry Potter and the Goblet of Fire"	7.6	305494	"$290,013,036 (USA)"	USA
2356951	"Harry Potter and the Sorcerer's Stone"	7.4	349082	"$317,575,550 (USA)"	USA
2357716	Hatari!	7.3	7731	"$14,000,000 (USA)"	USA
2358122	"Haunted Honeymoon"	5.4	4047	"$8,033,397 (USA)"	USA
2358356	Havana	6.0	4910	"$9,243,140 (USA)"	USA
2358683	Hawaii	6.5	1745	"$34,562,222 (USA)"	USA
2359527	"He Said, She Said"	5.5	4528	"$9,804,775 (USA)"	USA
2359711	"He's Just Not That Into You"	6.4	111097	"$93,953,653 (USA)"	USA
2360446	"Heart and Souls"	6.9	11690	"$16,581,714 (USA)"	USA
2360480	"Heart Condition"	5.5	2027	"$4,134,992 (USA)"	USA
2360815	"Heartbreak Ridge"	6.8	24482	"$42,724,017 (USA)"	USA
2360837	Heartburn	6.0	5529	"$25,314,289 (USA)"	USA
2361017	"Hearts of Darkness: A Filmmaker's Apocalypse"	8.2	11357	"$1,318,449 (USA)"	USA
2361115	Heat	5.4	1032	"$2,793,214 (USA)"	USA
2361116	Heat	8.3	347182	"$67,436,818 (USA)"	USA
